period_id_3d,start_date,yes_total,no_total,total_sum,risk_p,norisk_p
0,2022-10-14,21.0,0.0,21.0,1.0,0.0
4,2022-11-15,0.0,1.0,1.0,0.0,1.0
6,2022-12-01,0.0,18.0,18.0,0.0,1.0
7,2022-12-02,0.0,2.0,2.0,0.0,1.0
8,2022-12-15,0.0,2.0,2.0,0.0,1.0
9,2022-12-16,1.0,14.0,15.0,0.06666666666666667,0.9333333333333333
